,City ID Number,City,Latitude,Temperature,Humidity,Cloudiness,Wind Speed,Longitude
84,3421319,Nuuk,64.18,-16.0,65,0,4.1,-51.72
85,5919850,Chapais,49.78,-13.0,84,90,2.6,-74.85
86,1308937,Mogok,22.92,26.23,29,0,0.77,96.5
87,2647383,Harwich,51.94,4.85,75,4,8.2,1.28
88,3395981,Maceió,-9.67,25.0,88,0,1.5,-35.74
89,935215,Saint-Philippe,-21.36,23.29,78,22,1.5,55.77
90,6170031,Tuktoyaktuk,69.45,-31.0,74,20,4.1,-133.04
91,6453316,Tromsø,69.65,-7.0,73,75,7.7,18.96
92,2194098,Ahipara,-35.17,30.0,68,100,4.3,173.17
93,2163355,Hobart,-42.88,20.25,46,75,4.1,147.33
94,1651103,Atambua,-9.11,28.95,63,91,2.28,124.89
95,2068655,Katherine,-14.47,33.0,55,40,3.1,132.27
96,1606386,Sattahip,12.67,31.06,66,20,4.1,100.9
97,3883457,Lebu,-37.62,11.33,89,0,1.12,-73.65
98,1895695,Kushima,31.46,12.87,100,75,1.5,131.23
99,3691954,Sechura,-5.56,24.47,86,57,4.01,-80.82
100,5110365,Broome,42.25,-8.2,78,90,4.1,-75.83
101,4036284,Alofi,-19.06,30.0,62,1,6.7,-169.92
102,5848280,Kapaa,22.08,24.09,73,75,10.3,-159.32
103,2109701,Auki,-8.77,29.74,67,100,1.43,160.7
104,2643490,Lowestoft,52.48,4.74,75,43,8.7,1.75
105,5978133,Hudson Bay,52.85,-2.18,97,100,3.73,-102.38
106,5983720,Iqaluit,63.75,-26.83,75,40,2.1,-68.51
107,2027316,Ayan,56.45,-8.61,65,0,0.64,138.17
108,232834,Kagadi,0.96,20.53,76,78,1.06,30.8
109,5850554,Makakilo City,21.35,23.65,73,75,5.7,-158.09
110,5864145,Homer,59.64,-2.13,80,90,2.1,-151.55
111,5122534,Jamestown,42.1,-6.77,78,20,4.6,-79.24
112,3080071,Złotów,53.36,5.53,93,20,6.7,17.04
113,934322,Mahébourg,-20.41,25.0,94,40,1.55,57.7
114,2155415,New Norfolk,-42.78,20.23,46,75,4.1,147.06
115,1486321,Yar-Sale,66.83,-1.9,94,100,11.85,70.83
116,3661894,Tonantins,-2.87,23.95,82,100,0.36,-67.8
117,2209055,Waddān,29.16,14.3,40,0,3.77,16.14
118,3833859,Tres Arroyos,-38.37,18.69,52,0,4.31,-60.28
119,5536630,Cedar City,37.68,7.91,33,75,4.6,-113.06
120,1735106,George Town,5.41,29.38,58,20,4.1,100.34
121,4031637,Lavrentiya,65.58,-18.95,85,0,3.74,-171.0
122,3372472,Vila Franca do Campo,37.72,16.0,93,40,6.2,-25.43
123,1812381,Dongli,23.57,24.0,73,0,1.0,116.82
124,363656,Yambio,4.57,20.77,29,2,1.18,28.4
125,2303611,Esim,4.87,25.67,95,5,2.05,-2.24
126,3352593,Tsumeb,-19.23,18.52,95,100,3.88,17.72
127,3470709,Barra do Garças,-15.89,21.07,98,100,1.32,-52.26
128,3832899,Viedma,-40.81,20.41,57,0,5.53,-63.0
129,10722858,Forsytheganj,52.63,1.28,67,100,6.85,29.73
130,1645528,Denpasar,-8.65,31.0,84,40,4.6,115.22
131,2071860,Esperance,-33.87,17.0,88,90,10.3,121.9
132,5699404,Scottsbluff,41.87,8.56,27,1,5.1,-103.67
133,583472,Alakurtti,66.97,-12.62,79,100,0.76,30.35
134,2015306,Tiksi,71.69,-19.44,86,8,3.27,128.87
135,2112802,Hasaki,35.73,14.28,47,75,2.6,140.83
136,5312476,Safford,32.83,13.17,31,4,3.73,-109.71
137,2524379,Lipari,38.47,12.66,87,20,2.6,14.95
138,2065594,Mount Isa,-20.73,36.0,23,69,4.6,139.5
139,3466704,Castro,-24.79,14.92,92,59,3.81,-50.01
140,1623197,Tual,-5.67,29.48,73,100,2.44,132.75
141,4560349,Philadelphia,39.95,-1.46,58,90,2.6,-75.16
142,2654728,Bridlington,54.08,5.45,75,0,10.8,-0.19
143,5880054,Barrow,71.29,-24.0,83,1,3.1,-156.79
144,3466165,Cidreira,-30.18,23.2,76,0,5.97,-50.21
145,2012956,Yerbogachën,61.28,-14.41,94,98,2.57,108.01
146,2098329,Daru,-9.08,30.01,80,100,1.57,143.21
147,3910343,Mineros,-17.12,28.0,51,0,4.6,-63.23
148,3461425,Ilhabela,-23.78,23.47,89,100,10.58,-45.36
149,2070998,Geraldton,-28.77,30.0,45,0,9.3,114.6
150,4440397,Pascagoula,30.37,10.71,87,1,0.98,-88.56
151,293842,Kiryat Gat,31.61,12.06,71,40,9.8,34.76
152,1282256,Hithadhoo,-0.6,28.16,78,54,6.12,73.08
153,964420,Port Elizabeth,-33.92,18.0,88,0,4.6,25.57
154,2126123,Chokurdakh,70.63,-18.62,85,0,2.86,147.92
155,3355672,Lüderitz,-26.65,18.0,93,13,4.1,15.16
156,3628473,San Cristobal,7.77,27.0,69,40,1.0,-72.22
157,2454955,Kolokani,13.57,21.83,7,0,5.0,-8.03
158,3412093,Vestmannaeyjar,63.44,3.65,71,100,9.67,-20.27
159,2122614,Okha,53.57,-10.47,91,100,3.78,142.95
160,1061605,Manakara,-22.13,21.02,96,47,2.58,48.02
161,536111,Leninskiy,54.28,-2.42,90,93,4.49,37.46
162,3985710,Cabo San Lucas,22.89,20.22,68,20,2.34,-109.91
163,1106643,Quatre Cocos,-20.21,25.0,94,40,1.79,57.76
164,3160630,Borkenes,68.77,-4.36,85,100,5.7,16.17
165,3932145,Pisco,-13.7,22.37,83,75,7.2,-76.22
166,5972291,Havre-St-Pierre,50.23,-8.0,85,75,4.6,-63.6
167,1496511,Novy Urengoy,66.08,-4.96,92,100,12.91,76.63
168,5866583,Saint Paul Harbor,57.79,1.0,86,40,3.1,-152.41
169,3430863,Mar del Plata,-38.0,19.5,100,0,1.0,-57.56
170,5955902,Fort Nelson,58.81,-14.0,55,20,1.27,-122.7
171,2063036,Port Lincoln,-34.73,24.22,39,100,5.89,135.87
172,2158767,Mareeba,-17.0,31.92,59,85,4.6,145.43
173,1244926,Hambantota,6.12,26.0,94,0,3.1,81.12
174,1254046,Tura,25.52,26.68,39,0,2.19,90.22
175,5364271,Laguna,38.42,12.02,54,1,3.1,-121.42
176,1630639,Pringsewu,-5.36,27.66,78,94,1.96,104.97
177,3419842,Sisimiut,66.94,-26.74,82,36,2.26,-53.67
178,3466980,Caravelas,-17.71,27.13,81,76,3.07,-39.25
179,2059470,Victor Harbor,-35.57,27.29,44,100,3.1,138.62
180,3443061,Chui,-33.7,19.43,86,0,2.77,-53.46
181,2638419,Scarborough,54.28,5.36,75,0,10.3,-0.4
182,1501377,Kungurtug,50.6,-8.86,88,100,5.34,97.52
183,3893629,Coquimbo,-29.95,16.0,87,4,2.6,-71.34
184,778362,Øksfjord,70.24,-7.11,62,100,9.3,22.35
185,3408368,Acaraú,-2.89,24.35,94,100,1.07,-40.12
186,3664539,Coari,-4.08,23.81,94,90,0.88,-63.14
187,559752,Gornozavodsk,58.38,-4.29,94,100,4.63,58.32
188,4034188,Moerai,-22.43,27.42,79,100,5.23,-151.33
189,2336589,Jalingo,8.88,25.77,16,17,1.61,11.37
190,1621313,Ambulu,-8.35,27.56,76,91,1.73,113.61
191,1630935,Polewali,-3.43,30.64,62,95,2.02,119.34
192,3380290,Sinnamary,5.38,26.25,78,0,7.81,-52.95
193,792680,Belgrade,44.8,6.53,42,25,4.1,20.47
194,2088122,Port Moresby,-9.44,31.0,79,40,7.7,147.18
195,2034754,Shunyi,40.12,9.32,36,0,10.0,116.65
196,6690297,Saint-Leu,-21.15,23.27,78,48,1.5,55.28
197,1650434,Bambanglipuro,-7.95,29.7,66,88,3.16,110.28
198,697889,Pavlohrad,48.52,-1.0,86,0,2.0,35.87
199,3421719,Narsaq,60.92,-14.0,35,0,2.1,-46.05
200,3018455,Firminy,45.39,7.63,70,100,3.1,4.29
201,2335953,Jos,9.92,20.37,21,56,0.46,8.9
202,87205,Darnah,32.77,14.22,63,0,5.09,22.64
203,1788852,Xining,36.62,-3.33,63,100,3.46,101.77
204,1142226,Dawlatabad,36.41,11.37,51,0,0.85,64.91
205,696275,Priozyornoye,45.27,4.95,80,0,5.84,36.33
206,2012593,Zeya,53.75,-10.98,88,98,1.7,127.27
207,3471451,Arraial do Cabo,-22.97,24.63,87,89,6.96,-42.03
208,503878,Pustoshka,56.34,-0.21,81,100,5.3,29.37
209,7281807,Seddon,-37.81,29.43,28,70,6.7,144.89
210,3181480,Bruneck,46.8,0.67,69,75,3.6,11.94
211,2361082,Dori,14.04,22.88,10,0,3.29,-0.03
212,1835848,Seoul,37.57,7.55,51,75,1.0,126.98
213,2429344,Kyabé,9.45,23.88,18,0,1.68,18.94
214,2444995,Filingué,14.35,23.04,12,20,3.22,3.32
215,3402648,Carutapera,-1.2,27.39,82,100,5.28,-46.02
216,1634614,Nabire,-3.37,32.08,58,100,2.83,135.48
217,2176639,Batemans Bay,-35.72,27.89,60,10,3.13,150.18
218,2514301,Mahon,39.89,15.0,77,65,4.6,4.27
219,1273648,Dalhousie,32.53,12.44,55,44,3.0,75.98
220,3093739,Lębork,54.54,5.71,93,75,6.2,17.75
221,1714733,Dingle,11.0,28.35,64,88,5.01,122.67
222,1490256,Talnakh,69.49,-14.0,77,98,9.0,88.4
223,1650600,Balaipungut,1.05,29.65,61,100,1.56,101.28
224,2110743,Tomobe,36.35,15.75,47,75,2.6,140.3
225,4239509,Godfrey,38.96,5.2,56,1,4.1,-90.19
226,2514651,Los Llanos de Aridane,28.66,16.88,82,90,4.1,-17.92
227,2297810,Mumford,5.26,25.89,89,19,1.49,-0.76
228,232571,Kalangala,-0.31,23.0,83,20,2.1,32.23
229,6089245,Norman Wells,65.28,-23.0,76,75,2.1,-126.83
230,1216265,Samarkand,39.65,7.0,81,0,3.1,66.96
231,3388456,São José da Coroa Grande,-8.9,27.8,75,16,4.45,-35.15
232,5380437,Pacific Grove,36.62,9.88,71,1,7.7,-121.92
233,2156643,Mount Gambier,-37.83,23.0,53,99,7.7,140.77
234,119374,Qeshm,26.96,14.84,87,0,1.0,56.27
235,5017822,Bemidji,47.47,-0.7,86,1,4.1,-94.88
236,1842966,Gijang,35.24,14.0,50,40,1.5,129.21
237,1261696,Naugachhia,25.4,23.21,39,0,0.59,87.1
238,1517060,Zaysan,47.47,-9.75,94,93,0.8,84.87
239,1847947,Shingū,33.73,13.0,62,75,2.6,135.98
240,3372760,Praia da Vitória,38.73,16.0,82,20,12.19,-27.07
241,3361934,Saldanha,-33.01,24.0,36,0,1.5,17.94
242,6165406,Thompson,55.74,-5.0,92,90,3.6,-97.86
243,3893726,Constitución,-35.33,13.01,85,0,1.8,-72.42
244,2316748,Bolobo,-2.17,23.18,90,100,2.67,16.23
245,1006984,East London,-33.02,19.89,76,0,7.65,27.91
246,3491161,Bull Savanna,17.89,19.98,90,78,3.04,-77.59
247,2598243,Soubre,5.79,24.63,88,0,1.0,-6.61
248,3899695,Ancud,-41.87,17.0,77,0,6.2,-73.82
249,2381334,Atar,20.52,19.43,12,0,3.42,-13.05
250,739636,Şile,41.18,3.25,93,75,1.5,29.61
251,3622547,Paraíso,9.84,20.83,56,33,10.3,-83.87
252,1516438,Zyryanovsk,49.74,-9.44,74,0,0.69,84.27
253,4026082,Lázaro Cárdenas,17.96,23.86,81,0,1.5,-102.2
254,1611202,Chiang Kham,19.52,25.64,73,0,1.2,100.3
255,934479,Grand Gaube,-20.01,25.0,94,40,2.29,57.66
256,2537881,Safi,32.3,9.54,93,40,1.52,-9.24
257,2147381,Taree,-31.9,29.91,54,7,3.6,152.47
258,2301217,Ejura,7.39,23.07,91,0,2.61,-1.36
259,6620310,Didsbury,53.42,4.55,64,20,7.7,-2.23
260,3193160,Pljevlja,43.33,3.0,40,0,4.1,19.33
261,2028164,Deputatsky,69.3,-15.1,63,0,2.13,139.9
262,556268,Ostrovnoy,68.05,-2.97,90,100,8.83,39.51
263,1498283,Mugur-Aksy,50.35,-11.18,82,32,2.78,90.5
264,1264976,Leh,34.17,-13.69,67,100,1.2,77.58
265,1213855,Sibolga,1.74,31.56,54,67,0.59,98.78
266,6078372,Moose Factory,51.26,-21.0,83,1,1.5,-80.61
267,3576994,Cockburn Town,21.46,23.88,80,82,10.04,-71.14
268,2647074,Hereford,52.06,4.18,91,62,0.45,-2.71
269,3464809,Descalvado,-21.9,21.0,88,0,4.6,-47.62
270,2392087,Porto-Novo,6.5,28.06,82,100,4.59,2.6
271,2501152,Constantine,36.37,7.0,56,0,1.0,6.61
272,3946937,Azángaro,-14.92,5.41,82,88,1.57,-70.22
273,6255012,Flinders,-34.58,27.84,51,59,4.1,150.86
274,2729907,Longyearbyen,78.22,-19.0,77,40,4.6,15.64
275,962367,Richards Bay,-28.78,21.26,68,71,2.16,32.04
276,3448903,São João da Barra,-21.64,23.33,94,100,1.46,-41.05
277,3608248,La Ceiba,15.76,21.04,93,90,2.1,-86.78
278,3155152,Gravdal,68.12,-1.34,66,35,9.13,13.5
279,1831166,Kampong Chhnang,12.17,30.91,52,0,4.52,104.55
280,6690296,Saint-Joseph,-21.37,23.33,78,21,1.5,55.62
281,191038,Kitui,-1.37,20.39,87,88,1.2,38.01
282,1263752,Māngrol,21.12,22.55,81,0,4.36,70.12
283,2476660,Tigzirt,36.89,16.28,74,88,5.49,4.12
284,5851349,Nānākuli,21.39,23.63,73,75,5.7,-158.15
285,1800521,Minggang,32.46,11.3,61,0,4.11,114.05
286,1638775,Payo,-3.75,24.49,84,95,1.25,103.64
287,3870243,Taltal,-25.4,16.13,87,12,0.64,-70.48
288,3838859,Río Gallegos,-51.62,17.0,48,100,5.7,-69.22
289,1831112,Kampot,10.62,29.0,62,20,5.7,104.18
290,3470137,Belmonte,-15.86,25.0,88,40,1.5,-38.88
291,2134814,Sola,-13.88,30.3,68,75,3.16,167.55
292,3517970,Pochutla,15.74,28.0,88,75,2.6,-96.47
293,3115824,Muros,42.78,11.92,93,75,8.2,-9.06
294,2294915,Takoradze,4.88,25.67,95,5,2.05,-1.76
295,2077895,Alice Springs,-23.7,36.0,11,100,7.7,133.88
296,1259056,Rāghogarh,24.45,24.04,36,36,4.39,77.2
297,3397851,Itupiranga,-5.13,25.0,100,20,1.06,-49.33
298,3645532,Ciudad Bolivar,8.12,25.64,68,1,5.71,-63.55
299,1489822,Tegul'det,57.31,-10.23,94,83,1.21,88.17
300,2358946,Koudougou,12.25,23.98,9,0,3.64,-2.37
301,5177396,Worthington,40.09,-4.28,79,1,2.51,-83.02
302,1492948,Saryg-Sep,51.5,-8.29,92,99,0.96,95.6
303,1282027,Malé,4.17,28.0,78,40,3.1,73.51
304,4231997,Avera,33.19,4.43,55,1,1.5,-82.53
305,2014836,Tupik,54.43,-14.09,88,97,1.03,119.93
306,2132606,Samarai,-10.62,28.7,78,100,2.49,150.67
307,5972762,Hay River,60.82,-21.0,63,20,3.6,-115.8
308,3450083,Santa Maria,-29.68,19.0,72,0,2.1,-53.81
309,1175712,Jiwani,25.05,22.38,61,0,2.34,61.74
310,3887127,Iquique,-20.22,22.0,64,13,5.7,-70.14
311,1507390,Dikson,73.51,-11.38,79,100,10.03,80.55
312,1254709,Tezu,27.92,22.85,32,0,1.34,96.17
313,1721860,Cabanglasan,8.12,28.26,57,28,2.29,125.33
314,1272691,Dhule,20.9,24.33,25,18,2.9,74.78
315,4167538,Palm Coast,29.59,8.74,70,1,6.91,-81.21
316,1492255,Sherbakul',54.63,-2.0,79,100,4.0,72.4
317,163345,Tartous,34.89,6.97,81,40,3.1,35.89
318,189280,Lodwar,3.12,30.27,44,0,4.56,35.6
319,1259385,Port Blair,11.67,27.07,75,1,5.26,92.75
320,1855342,Nishihara,26.18,24.74,78,75,7.7,127.76
321,1787599,Xingyi,24.19,19.91,40,0,2.98,102.82
322,5870133,Nome,64.5,-14.52,55,1,2.1,-165.41
323,1067565,Beloha,-25.17,20.73,86,89,6.11,45.05
324,1649150,Bengkulu,-3.8,31.62,58,100,0.25,102.27
325,3440777,Rocha,-34.48,16.49,97,0,2.81,-54.33
326,3397967,Itaituba,-4.28,23.01,95,100,0.47,-55.98
327,2145110,Wagga Wagga,-35.12,31.81,20,25,5.7,147.37
328,3347019,Mossamedes,-15.2,22.88,76,5,0.56,12.15
329,3429594,Reconquista,-29.15,22.13,40,0,3.05,-59.65
330,1272140,Dwārka,22.24,22.57,82,0,2.97,68.97
331,3446098,Três Lagoas,-20.75,20.27,94,0,2.81,-51.68
332,1083724,Ambanja,-13.68,24.27,89,100,1.85,48.45
333,5746545,Portland,45.52,3.46,100,20,2.64,-122.68
334,70979,Sayyan,15.17,9.93,45,18,1.01,44.32
335,2136825,Isangel,-19.55,31.0,79,75,4.68,169.27
336,5882953,Aklavik,68.22,-25.0,69,20,2.1,-135.01
337,2129537,Kitami,43.8,-7.0,85,75,0.5,143.89
338,1529484,Kumul,42.8,4.78,27,0,1.14,93.45
339,3388847,São Félix do Xingu,-6.64,22.04,93,81,0.48,-51.99
340,286621,Salalah,17.02,22.0,43,40,2.6,54.09
341,548791,Kichmengskiy Gorodok,59.98,-7.19,91,100,5.56,45.79
342,4845585,Westport,41.14,-4.07,32,1,6.2,-73.36
343,3675504,Manaure,11.78,25.04,87,0,7.57,-72.44
344,2079582,Alyangula,-13.85,33.0,59,40,3.1,136.42
345,3421765,Nanortalik,60.14,-10.02,64,0,5.85,-45.24
346,2024449,Elban,50.1,-7.49,90,84,2.5,136.51
347,2125693,Evensk,61.95,-12.02,75,0,4.39,159.23
348,1214026,Sabang,5.89,28.17,75,7,7.19,95.32
349,1799686,Tongzi,28.78,19.47,53,52,2.65,105.09
350,1640902,Kawalu,-7.38,28.02,71,89,1.58,108.21
351,758626,Sokołów Podlaski,52.41,3.89,79,100,6.94,22.25
352,1855540,Naze,28.37,21.0,88,75,5.1,129.48
353,2027044,Batagay,67.63,-15.88,71,0,0.99,134.63
354,3081699,Włoszczowa,50.85,4.44,80,100,3.64,19.97
355,3653967,Muisne,0.6,24.67,91,100,1.67,-80.03
356,2618795,Klaksvík,62.23,4.0,80,100,13.4,-6.59
357,337405,Gambēla,8.25,23.63,50,91,1.53,34.58
358,2172880,Byron Bay,-28.65,28.42,54,18,6.2,153.62
359,5044290,Saint Anthony,45.02,0.97,80,1,2.6,-93.22
360,260895,Karpathos,35.51,12.79,72,33,10.71,27.21
361,6355222,Yulara,-25.24,36.0,30,100,7.7,130.99
362,1855612,Nara,34.69,11.72,62,75,6.7,135.8
363,3869716,Tocopilla,-22.09,16.02,71,0,0.78,-70.2
364,5697939,North Platte,41.12,4.74,51,1,2.1,-100.77
365,1510689,Baykit,61.67,-15.13,89,0,0.8,96.37
366,2192362,Christchurch,-43.53,20.15,56,67,9.3,172.63
367,2166368,Forbes,-33.38,34.44,11,26,0.45,148.02
368,3508694,Duvergé,18.38,22.63,73,96,0.47,-71.52
369,3559318,Esmeralda,21.85,19.0,63,75,3.1,-78.12
370,147611,Lerik,38.77,2.0,100,2,0.77,48.41
371,3451138,Rio Grande,-32.03,21.52,80,0,4.8,-52.1
372,2121385,Severo-Kuril'sk,50.68,-3.74,80,97,1.26,156.12
373,1162105,Zhob,31.34,9.52,72,0,0.85,69.45
374,159380,Igurusi,-8.85,13.83,94,100,1.0,33.85
375,3047679,Nagykanizsa,46.45,9.47,61,100,6.2,16.99
376,3894426,Coyhaique,-45.58,15.0,72,37,2.1,-72.07
377,3423146,Ilulissat,69.22,-26.0,51,29,1.5,-51.1
378,304355,Milas,37.32,4.0,86,14,0.5,27.78
379,1852357,Shimoda,34.67,12.59,62,75,5.7,138.95
380,3445026,Vila Velha,-20.33,24.72,94,75,1.5,-40.29
381,2027244,Bagdarin,54.43,-11.54,70,53,1.78,113.6
382,3137469,Sørland,67.67,-0.52,61,100,10.12,12.69
383,3662574,Rio Branco,-9.97,25.0,100,40,1.0,-67.81
384,2647793,Guildford,51.24,5.03,73,48,9.3,-0.57
385,53654,Mogadishu,2.04,26.51,83,100,6.25,45.34
386,2013465,Verkhoyansk,67.54,-17.79,64,0,0.28,133.38
387,528242,Mayskiy,47.69,-3.0,86,0,2.0,40.1
388,108410,Riyadh,24.69,19.0,29,0,2.1,46.72
389,2178753,Kirakira,-10.45,29.55,70,35,2.38,161.92
390,364071,Wad Rāwah,15.16,19.96,14,0,5.72,33.14
391,347634,Ţahţā,26.77,9.89,73,0,3.6,31.5
392,127349,Khorramabad,33.49,5.53,70,9,2.76,48.36
393,1337379,Pemagatsel,27.03,17.1,47,49,0.75,91.43
394,6050066,La Ronge,55.1,-3.0,79,90,6.2,-105.28
395,3461789,Guarujá,-23.99,19.87,93,90,5.1,-46.26
396,3374083,Bathsheba,13.22,26.0,69,40,6.7,-59.52
397,4034551,Faanui,-16.48,27.04,85,100,13.86,-151.75
398,2323411,Sagamu,6.84,29.0,89,20,1.5,3.65
399,4513583,Hamilton,39.18,-3.18,63,1,1.84,-84.53
400,2013279,Vostok,46.49,-3.86,87,99,1.49,135.88
401,2276492,Harper,4.38,25.36,94,31,1.45,-7.72
402,328716,Shakiso,5.75,16.69,50,0,1.78,38.92
403,1524889,Chardara,41.25,9.23,65,54,2.58,67.97
404,5859699,College,64.86,-16.87,64,1,1.41,-147.8
405,3860443,Comodoro Rivadavia,-45.87,20.0,68,36,0.5,-67.5
406,1033356,Nampula,-15.12,22.07,92,87,3.55,39.27
407,2646276,Ilfracombe,51.21,5.09,86,80,9.8,-4.11
408,1276023,Bhawānipatna,19.9,24.23,45,0,1.0,83.17
409,2112309,Katsuura,35.13,15.5,54,75,2.1,140.3
410,3837056,San Luis,-33.3,24.88,28,0,4.54,-66.34
411,1805857,Jieshi,22.81,27.93,45,3,2.42,115.83
412,2707684,Härnösand,62.63,-8.0,78,100,4.1,17.94
413,599686,Dusetos,55.75,1.44,91,100,5.58,25.85
414,368277,Rabak,13.18,19.67,14,0,5.04,32.74
415,513329,Ozinki,51.18,-0.68,87,100,2.23,49.68
416,6186122,Wiarton,44.74,-8.41,85,40,1.0,-81.13
417,5942913,Dryden,49.78,-4.0,73,75,1.5,-92.75
